Name.1,Folder Path
Strange Bedpersons,A:\Jennifer Crusie\Strange Bedpersons\
The Cinderella Deal,A:\Jennifer Crusie\The Cinderella Deal\
Trust Me On This,A:\Jennifer Crusie\Trust Me On This\
What the Lady Wants,A:\Jennifer Crusie\What the Lady Wants\
Kill the Queen,A:\Jennifer Estep\_Crown of Shards Series\01-Kill the Queen\
Tangled Threads,A:\Jennifer Estep\_Elemental Assassin Series\04 - Tangled Threads\
Nice Guys Bite,A:\Jennifer Estep\_Elemental Assassin Series\15.5 - Nice Guys Bite\
Venom in the Veins,A:\Jennifer Estep\_Elemental Assassin Series\17 - Venom in the Veins\
Flat Broke with Two Goats,A:\Jennifer McGaha\Flat Broke with Two Goats\
Hannah-Beast,A:\Jennifer McMahon\Hannah-Beast\
The Winter People,A:\Jennifer McMahon\The Winter People\
Good in Bed,A:\Jennifer Weiner\Cannie Shapiro\1 - Good in Bed\
Certain Girls,A:\Jennifer Weiner\Cannie Shapiro\2 - Certain Girls\
Midnight for Charlie Bone,A:\Jenny Nimmo\_Children of the Red King Series\1 - Midnight for Charlie Bone\
Charlie Bone and the Time Twister,A:\Jenny Nimmo\_Children of the Red King Series\2 - Charlie Bone and the Time Twister\
Charlie Bone and the Invisible Boy,A:\Jenny Nimmo\_Children of the Red King Series\3 - Charlie Bone and the Invisible Boy\
Charlie Bone and the Castle of Mirrors,A:\Jenny Nimmo\_Children of the Red King Series\4 - Charlie Bone and the Castle of Mirrors\
Charlie Bone and the Hidden King,A:\Jenny Nimmo\_Children of the Red King Series\5 - Charlie Bone and the Hidden King\
The Underground Girls of Kabul,A:\Jenny Nordberg\The Underground Girls of Kabul\
The Price of Freedom,A:\Jenny Schwartz\_Out of the Bottle Series\01 - The Price of Freedom\
Angel Thief,A:\Jenny Schwartz\_Out of the Bottle Series\02 - Angel Thief\
Three Wishes,A:\Jenny Schwartz\_Out of the Bottle Series\03 - Three Wishes\
The Insides,A:\Jeremy P. Bushnell\The Insides\
"Shade,mp3",A:\Jeri Smith-Ready\_Shade Series\1 - Shade\
"Sing, Unburied, Sing","A:\Jesmyn Ward\Sing, Unburied, Sing\"
Seduced by Shadows,A:\Jessa Slade\_Marked Souls Series\1-Seduced By Shadows\
Forged of Shadows,A:\Jessa Slade\_Marked Souls Series\2-Forged of Shadows\
Raven's Tale,A:\Jessica McBrayer\_Stained Series\00 - Raven's Tale\
A Murder of Crows,A:\Jessica McBrayer\_Stained Series\02 - A Murder of Crows\
The Miniaturist,A:\Jessie Burton\The Miniaturist\
One Mighty and Irresistible Tide,A:\Jia Lynn Yang\One Mighty and Irresistible Tide\
Lord of Rage,A:\Jill Monroe\_Royal House of Shadows Series\02 - Lord of Rage\
Sex with Shakespeare,A:\Jillian Keenan\Sex with Shakespeare\
Storm Front,A:\Jim Butcher\_Dresden Files\01 - Storm Front\
Electrons to Enlightenment,A:\Jim Fleming\To the Best of Our Knowledge Podcast\
Divine Collision,A:\Jim Gash\Divine Collision\
The Gospel of Loki,A:\Joanne M. Harris\The Gospel of Loki\
Nightwalker,A:\Jocelynn Drake\_Dark Days Series\01 - Nightwalker\
The Midwife's Revolt,A:\Jodi Daynard\_Midwife Series\01 - The Midwife's Revolt\
My Sister's Keeper,A:\Jodi Picoult\My Sister's Keeper\
The Blade Itself,A:\Joe Abercrombie\_First Law Trilogy\01 - The Blade Itself\
Heart-Shaped Box,A:\Joe Hill\Heart-Shaped Box\
Johnny Get Your Gun,A:\John Ball\_Virgil Tibbs Series\03 - Johnny Get Your Gun\
Data Science,A:\John D. Kelleher & Brendan Tierney\Data Science\
Siren,A:\John Everson\Siren\
A Time of Dread,A:\John Gwynne\_Of Blood and Bone Series\01 - A Time of Dread\
Malice,A:\John Gwynne\_The Faithful and the Fallen Series\01 - Malice\
Ruin,A:\John Gwynne\_The Faithful and the Fallen Series\03 - Ruin\
A Confederacy of Dunces,A:\John Kennedy Toole\A Confederacy of Dunces\
Machines of Loving Grace,A:\John Markoff\Machines of Loving Grace - The Quest for Common Ground Between Humans and Robots\
London Particulars: The Last of the Bow Street Runners: BBC Radio Drama ,A:\John Peacock\_London Particulars\1 - Last of the Bow Street Runners\
London Particulars: A Cuckoo in the Nest: BBC Radio Drama ,A:\John Peacock\_London Particulars\2 - A Cuckoo in the Nest\
London Particulars: Out on the Drag: BBC Radio Drama ,A:\John Peacock\_London Particulars\3 - Out on the Drag\
London Particulars: The Kitten Houser: BBC Radio Drama,A:\John Peacock\_London Particulars\4 - The Kitten Houser\
The God Engines,A:\John Scalzi\The God Engines\
Data Smart,A:\John W. Foreman\Data Smart\
Survival,A:\John Wyndham\Survival\
Day of the Triffids,A:\John Wyndham\The Day of the Triffids\
The Daily Show with Jon Stewart Presents America,A:\Jon Stewart\America - A Citizen's Guide to Democracy Inaction\
My Name is Not Friday,A:\Jon Walter\My Name is Not Friday\
The 100-Year-Old Man Who Claimbed Out the Window and Flew Away,A:\Jonas Jonasson\The 100-Year-Old Man Who Climbed Out the Window and Disappeared\
The Revised Fundamentals of Caregiving,A:\Jonathan Evison\The Revised Fundamentals of Caregiving\
The Righteous Mind,A:\Jonathan Haidt\The Righteous Mind - Why Good People Are Divided by Politics and Religion\
Carter & Lovecraft,A:\Jonathan L. Howard\_Lovecraft Series\1 - Carter & Lovecraft\
After the End of the World,A:\Jonathan L. Howard\_Lovecraft Series\2 - After the End of the World\
Ink,A:\Jonathan Maberry\Ink\
Everything is Illuminated,A:\Jonathan Safran Froer\Everything is Illuminated\
Extremely Loud Incredibly Close,A:\Jonathan Safran Froer\Extremely Loud and Incredibly Close\
The Hollow Boy,A:\Jonathan Stroud\_Lockwood & Co. Series\03 - The Hollow Boy\
The Creeping Shadow,A:\Jonathan Stroud\_Lockwood & Co. Series\04 - The Creeping Shadow\
The Empty Grave,A:\Jonathan Stroud\_Lockwood & Co. Series\05 - The Empty Grave\
The Golem's Eye,A:\Jonathan Stroud\_The Bartimaeus Trilogy\2 - The Golem's Eye\
Ptolemy's Gate,A:\Jonathan Stroud\_The Bartimaeus Trilogy\3 - Ptolemy's Gate\
Heroes of the Valley,A:\Jonathan Stroud\Heroes of the Valley\
Raybearer,A:\Jordan Ifueko\_Raybearer Series\01 - Raybearer\
Collected Fictions,A:\Jorge Luis Borges\Collected Fictions\
Love and First Sight,A:\Josh Sundquist\Love and First Sight\
Moonwalking with Einstein,A:\Joshua Foer\Moonwalking with Einstein - The Art and Science of Remembering Everything\
Bad-Ass Librarians of Timbuktu,A:\Joshua Hammer\Bad-Ass Librarians of Timbuktu\
Arm of the Sphinx,A:\Josiah Bancroft\_Books of Babel Series\02 - Arm of the Sphinx\
The Hod King,A:\Josiah Bancroft\_Books of Babel Series\03 - The Hod King\
Beast,A:\Judith Ivory\Beast\
Sleeping Beauty,A:\Judith Ivory\Sleeping Beauty\
The Indiscretion,A:\Judith Ivory\The Indescretion\
The Proposition,A:\Judith Ivory\The Proposition\
Perfumed Heat,A:\Judy Mays\Perfumed Heat\
Sister Queens,A:\Julia Fox\Sister Queens\
Shadow of the Fox,A:\Julie Kagawa\_Shadow of the Fox Series\01 - Shadow of the Fox\
Talon,A:\Julie Kagawa\_The Talon Saga Series\01 - Talon\
Carpe Demon,A:\Julie Kenner\_Demon Hunting Soccer Mom Series\Book 01 - Carpe Demon\
California Demon,A:\Julie Kenner\_Demon Hunting Soccer Mom Series\Book 02 - California Demon\
Demons are Forever,A:\Julie Kenner\_Demon Hunting Soccer Mom Series\Book 03 - Demons are Forever\
Deja Demon,A:\Julie Kenner\_Demon Hunting Soccer Mom Series\Book 04 - Deja Demon\
Dating the Undead,A:\Juliet Lyons\Dating the Undead\
Dread Nation,A:\Justina Ireland\_Dread Nation Series\01 - Dread Nation\
Rebuttal,A:\Jyotsna Hariharan\Rebuttal\
The Obsidian Mirror,A:\K. D. Keenan\_Sierra Carter Series\01 - The Obsidian Mirror\
In the Garden of Iden,A:\Kage Baker\The Company\1 - In the Garden of Iden\
The Light Brigade,A:\Kameron Hurley\The Light Brigade\
Dream Dark,A:\Kami Garcia\_Caster Chronicles Series\02.5 - Dream Dark\
Beautiful Chaos,A:\Kami Garcia\_Caster Chronicles Series\03 - Beautiful Chaos\
When Women Ruled the World,A:\Kara Cooney\When Women Ruled the World\
Demon's Fall,A:\Karalynn Lee\Demon's Fall\
Becoming Kareem,A:\Kareem Abdul-Jabbar & Raymond Obstfield\Becoming Kareem\
"Liar, Temptress, Soldier, Spy","A:\Karen Abbott\Liar, Temptress, Soldier, Spy - Four Women Undercover in the Civil War\"
"Islam, A Short History","A:\Karen Armstrong\Islam, A Short History\"
History of God,A:\Karen Armstrong\The History of God (may be abridged)\
Touch the Dark,A:\Karen Chance\_Cassandra Palmer Series\01 - Touch the Dark\
Curse the Dawn,A:\Karen Chance\_Cassandra Palmer Series\04 - Curse the Dawn\
Masks,A:\Karen Chance\_Cassandra Palmer Series\04.3 - Masks\
The Heiress of Linn Hagh,A:\Karen Charleton\The Heiress of Linn Hagh\
The Stockholm Octavo,A:\Karen Englemann\The Stockholm Octavo\
The Highlander's Touch,A:\Karen Marie Moning\_Highlander Series\03 - The Highlander's Touch\
Kiss of the Highlander,A:\Karen Marie Moning\_Highlander Series\04 - Kiss of the Highlander\
The Dark Highlander,A:\Karen Marie Moning\_Highlander Series\05 - The Dark Highlander\
The Dreamers,A:\Karen Thompson Walker\The Dreamers\
Wicked Fox,A:\Kat Cho\_Gumiho Series\01 - Wicked Fox\
Vicious Spirits,A:\Kat Cho\_Gumiho Series\02 - Vicious Spirits\
Poltergeist,A:\Kat Richardson\_Greywalker Series\02 - Poltergeist\
Underground,A:\Kat Richardson\_Greywalker Series\03 - Underground\
Labyrinth,A:\Kat Richardson\_Greywalker Series\05 - Labyrinth\
The Woodcutter,A:\Kate Danley\The Woodcutter\
The Radium Girls,A:\Kate Moore\The Radium Girls-The Dark Story of America's Shining Women\
The Angel of the Crows,A:\Katherine Addison\The Angel of the Crows\
The Bear and the Nightingale,A:\Katherine Arden\_Winternight Trilogy\01 - The Bear and the Nightingale\
Lillian Boxfish Takes a Walk,A:\Kathleen Rooney\Lillian Boxfish Takes a Walk\
Vivian Apple at the End of the World,A:\Katie Coyle\Vivian Apple at the End of the World\
"Kkiya, Hope of the Pharaoh",A:\Katie Hamstead\_Kiya Trilogy\Kiya - Hope of the Pharaoh\
Heretics Anonymous,A:\Katie Henry\Heretics Anonymous\
You Slay Me,A:\Katie MacAlister\_Aisling Grey Series\1 You Slay Me\
Fire Me Up,A:\Katie MacAlister\_Aisling Grey Series\2 Fire Me Up\
Light My Fire,A:\Katie MacAlister\_Aisling Grey Series\3 Light My Fire\
Even Vampires Get the Blues,A:\Katie MacAlister\_Dark Ones Sereis\04 - Even Vampires Get the Blues\
The Last of the Red-Hot Vampires,A:\Katie MacAlister\_Dark Ones Sereis\05 - The Last of the Red-Hot Vampires\
There Will Come a Darkness,A:\Katy Rose Pool\_The Age of Darkness Series\01 - There Will Come a Darkness\
Darkest Caress,A:\Kaylea Cross\_Empowered Series\01 - Darkest Caress\
Centuries of June,A:\Keith Donohue\Centuries of June\
How it Went Down,A:\Kekla Magoon\How It Went Down\
The Gathering,A:\Kelley Armstrong\_Darkness Rising Series\1 - The Gathering\
Men of the Otherworld,A:\Kelley Armstrong\_Otherworld Tales\Men of the Otherworld\
Bitten,A:\Kelley Armstrong\_Women of the Otherworld Series\01 - Bitten\
Stolen,A:\Kelley Armstrong\_Women of the Otherworld Series\02 - Stolen\
Dime Store Magic,A:\Kelley Armstrong\_Women of the Otherworld Series\03 - Dime Store Magic\
Industrial Magic,A:\Kelley Armstrong\_Women of the Otherworld Series\04 - Industrial Magic\
Haunted,A:\Kelley Armstrong\_Women of the Otherworld Series\05 - Haunted\
No Humans Involved,A:\Kelley Armstrong\_Women of the Otherworld Series\07 - No Humans Involved\
Personal Demon,A:\Kelley Armstrong\_Women of the Otherworld Series\08 - Personal Demon\
Living with the Dead,A:\Kelley Armstrong\_Women of the Otherworld Series\09 - Living with the Dead\
The Grace of Kings,A:\Ken Liu\_Dandelion Dynasty Series\01-The Grace of Kings\
The Wall of Storms,A:\Ken Liu\_Dandelion Dynasty Series\02 - The Wall of Storms\
The Cleaners Faraway collection,A:\Ken Liu\The Cleaners\
Airborn,A:\Kenneth Oppel\_Matt Cruse Series\1 - Airborn\
Mercy Burns,A:\Keri Arthur\_Myth and Magic Series\02 - Mercy Burns\
Full Moon Rising,A:\Keri Arthur\_Riley Jenson Series\01 - Full Moon Rising\
Kissing Sin,A:\Keri Arthur\_Riley Jenson Series\02 - Kissing Sin\
Tempting Evil,A:\Keri Arthur\_Riley Jenson Series\03 - Tempting Evil\
Embraced by Darkness,A:\Keri Arthur\_Riley Jenson Series\05 - Embraced By Darkness\
Deadly Desire,A:\Keri Arthur\_Riley Jenson Series\07 - Deadly Desire\
Fossil Men,A:\Kermit Pattison\Fossil Men\
Wanted Undead or Alive,A:\Kerrelyn Sparks\_Love at Stake Series\12 - Wanted Undead or Alive\
Stalking Jack the Ripper,A:\Kerri Maniscalco\_Stalking Jack the Ripper Series\01 - Stalking Jack the Ripper\
Kingdom of the Wicked,A:\Kerri Maniscalco\Kingdom of the Wicked\
The First Time She Drowned,A:\Kerry Kletter\The First Time She Drowned\
The Princess Beard,A:\Kevin Hearne & Delilah Dawson\_Tales of Pell Series\03 - The Princess Beard\
Ink and Sigil,A:\Kevin Hearne\_Ink & Sigil Series\01 - Ink & Sigil\
A Plague of Giants,A:\Kevin Hearne\_The Seven Kennings Series\01 - A Plague of Giants\
Hidden Empire,A:\Kevin J. Anderson\_Saga of Seven Suns Series\01 - Hidden Empire\
A Forest of Stars,A:\Kevin J. Anderson\_Saga of Seven Suns Series\02 - A Forest of Stars\
Horizon Storms,A:\Kevin J. Anderson\_Saga of Seven Suns Series\03 - Horizon Storms\
Scattered Suns,A:\Kevin J. Anderson\_Saga of Seven Suns Series\04 - Scattered Suns\
Of Fire and Night,A:\Kevin J. Anderson\_Saga of Seven Suns Series\05 - Of Fire And Night\
The Edge of the World,A:\Kevin J. Anderson\_Terra Incognita Series\01 - The Edge of the World\
The Map of All Things,A:\Kevin J. Anderson\_Terra Incognita Series\02 - The Map of All Things\
Ghost in the Wires,A:\Kevin Mitnick & William L. Simon\Ghost in the Wires\
The Kite Runner,A:\Khaled Hosseini\The Kite Runner\
Paranormalcy,A:\Kiersten White\_Paranormalcy Series\1 - Paranormalcy\
The Map of Lost Memories,A:\Kim Fay\The Map of Lost Memories\
"The Good, the Bad, and the Undead","A:\Kim Harrison\_Rachel Morgan Series\02 - The Good, the Bad, and the Undead\"
Every Which Way But Dead,A:\Kim Harrison\_Rachel Morgan Series\03 - Every Which Way but Dead\
A Fistful of Charms,A:\Kim Harrison\_Rachel Morgan Series\04 - A Fist Full of Charms\
The Outlaw Demon Wails,A:\Kim Harrison\_Rachel Morgan Series\06 - The Outlaw Demon Wails\
Black Magic Sancition,A:\Kim Harrison\_Rachel Morgan Series\08 - Black Magic Sanction\
Pale Demon,A:\Kim Harrison\_Rachel Morgan Series\09 - Pale Demon\
American Demon,A:\Kim Harrison\_Rachel Morgan Series\14 - American Demon\
Million Dollar Demon,A:\Kim Harrison\_Rachel Morgan Series\15 - Million Dollar Demon\
This is My America,A:\Kim Johnson\This is My America\
The Last Days of the Incas,A:\Kim MacQuarrie\The Last Days of the Incas\
The Memory Collectors,A:\Kim Neville\The Memory Collectors\
Galileo's Dream,A:\Kim Stanley Robinson\Galileo's Dream\
Drop Dead Gorgeous,A:\Kimberly Raye\Drop Dead Gorgeous\
Hollow Kingdom,A:\Kira Jane Buxton\Hollow Kingdom\
Graceling,A:\Kristin Cashore\01 - Graceling\
Fire,A:\Kristin Cashore\02 - Fire\
The Retrieval Artist,A:\Kristine Kathryn Rusch\_Retrieval Artist Series\00 - The Retrieval Artist\
Extremes,A:\Kristine Kathryn Rusch\_Retrieval Artist Series\02 - Extremes\
Consequencies,A:\Kristine Kathryn Rusch\_Retrieval Artist Series\03 - Consequences\
Buried Deep,A:\Kristine Kathryn Rusch\_Retrieval Artist Series\04 - Buried Deep\
Paloma,A:\Kristine Kathryn Rusch\_Retrieval Artist Series\05 - Paloma\
Recovery Man,A:\Kristine Kathryn Rusch\_Retrieval Artist Series\06 - Recovery Man\
Four Psychos,A:\Kristy Cunning\_Dark Side Series\01 - Four Psychos\
Sucker's Portfolio,A:\Kurt Vonnegut\Sucker's Portfolio\
Solo,A:\Kwame Alexander & Mary Rand Hess\Solo\
Swing,A:\Kwame Alexander & Mary Rand Hess\Swing\
Minion,A:\L. A. Banks\_Vampire Huntress Series\01 - Minion\
The Awakening,A:\L. A. Banks\_Vampire Huntress Series\02 - The Awakening\
Bloody Jack,A:\L. A. Meyer\_Bloody Jack Series\1 -  Bloody Jack\
Curse of the Blue Tattoo,A:\L. A. Meyer\_Bloody Jack Series\2 - Curse of the Blue Tattoo\
Nightfall,A:\L. J. Smith\Vampire Diaries - The Return\1 - Nightfall\
A Blade So Black,A:\L. L. McKinney\_Nightmare-Verse Series\01 -  A Blade So Black\
A Dream So Dark,A:\L. L. McKinney\_Nightmare-Verse Series\02 - A Dream So Dark\
Daughter of Smoke and Bone,A:\Laini Taylor\_Daughter of Smoke and Bone Series\01 - Daughter of Smoke and Bone\
Farsi (Compact),A:\Languages\Farsi (Compact)\
Farsi B,A:\Languages\Farsi\Farsi B\
French I,A:\Languages\French I\
French II,A:\Languages\French II\
German I,A:\Languages\German I\
German II,A:\Languages\German II\
German III,A:\Languages\German III\
German Plus,A:\Languages\German Plus\
Greek I,A:\Languages\Greek I\
Haitian Creole (Compact),A:\Languages\Haitian Creole (Compact)\
Hebrew I,A:\Languages\Hebrew I\
Hebrew II,A:\Languages\Hebrew II\
Hindi I (Compact),A:\Languages\Hindi (Compact)\
Hindi,A:\Languages\Hindi\
Indonesian (Compact),A:\Languages\Indonesian (Compact)\
Irish (Quick & Simple),A:\Languages\Irish (Quick & Simple)\
Italian,A:\Languages\Italian - Short Course\
Italian I,A:\Languages\Italian I\
Italian II,A:\Languages\Italian II\
Italian III,A:\Languages\Italian III\
Japanese I,A:\Languages\Japanese I\
Japanese II,A:\Languages\Japanese II\
Japanese III,A:\Languages\Japanese III\
Korean I (Compact),A:\Languages\Korean (Compact)\
Learn in Your Car French,A:\Languages\Learn in Your Car French\
Lithuanian (Compact),A:\Languages\Lithuanian (Compact)\
Norwegian (Compact),A:\Languages\Norwegian (Compact)\
Ojibwe I,A:\Languages\Ojibwe I\
Pimsleur Swedish,A:\Languages\Pimsleur Swedish Comprehensive\
Polish (Compact),A:\Languages\Polish (Compact)\
Portuguese (Brazilian) I,A:\Languages\Portuguese (Brazilian) I\
Portuguese (Brazilian) III,A:\Languages\Portuguese (Brazilian) III\
Portuguese (Continental) (Compact),A:\Languages\Portuguese (Continental) (Compact)\
Romanian (Compact),A:\Languages\Romanian (Compact)\
Russian I,A:\Languages\Russian I\
Russian II,A:\Languages\Russian II\
Russian III,A:\Languages\Russian III\
Spanish I,A:\Languages\Spanish I\
Spanish II,A:\Languages\Spanish II\
Spanish Plus,A:\Languages\Spanish Plus\
Pimsleur Spanish I,A:\Languages\Spanish\pimsleur - spanish 1\
Pimsleur Spanish II,A:\Languages\Spanish\pimsleur - spanish 2\
Pimsleur Spanish III,A:\Languages\Spanish\pimsleur - spanish 3\
Swahili (Compact),A:\Languages\Swahili (Compact)\
Swedish (Compact),A:\Languages\Swedish (Compact)\
Swiss German (Compact),A:\Languages\Swiss German (Compact)\
Tagal,A:\Languages\Tagalog I\
Thai (Compact),A:\Languages\Thai (Compact)\
Turkish I,A:\Languages\Turkish I\
Twi (Compact),A:\Languages\Twi (Compact)\
Ukranian I,A:\Languages\Ukrainian I\
Urdu (Comprehensive),A:\Languages\Urdu (Comprehensive)\
Vietnamese (Compact),A:\Languages\Vietnamese (Compact)\
A Touch of Midnight,A:\Lara Adrian\_Midnight Breed Series\00 - A Touch of Midnight\
Kiss of Midnight,A:\Lara Adrian\_Midnight Breed Series\01 - Kiss of Midnight\
Kiss of Crimson,A:\Lara Adrian\_Midnight Breed Series\02 - Kiss of Crimson\
Midnight Awakening,A:\Lara Adrian\_Midnight Breed Series\03 - Midnight Awakening\
Ashes of Midnight,A:\Lara Adrian\_Midnight Breed Series\06 - Ashes of Midnight\
Crave the Night,A:\Lara Adrian\_Midnight Breed Series\12 - Crave the Night\
Hard Magic,A:\Laura Anne Gilman\_Paranormal Scene Investigations\01 - Hard Magic\
Laura Anne Gilman,A:\Laura Anne Gilman\_Vineart Wars Series\1 - Flesh and Fire\
The Weight of Blood,A:\Laura McHugh\The Weight of Blood\
Bone Gap,A:\Laura Ruby\Bone Gap\
Pirate Women,A:\Laura Sook Duncombe\Pirate Women\
Ghost Gifts,A:\Laura Spinella\_Ghost Gifts Series\01 - Ghost Gifts\
Eternal Hunger,A:\Laura Wright\_Mark of the Vampire Series\01 - Eternal Hunger\
Eternal Kiss,A:\Laura Wright\_Mark of the Vampire Series\02 - Eternal Kiss\
Eternal Captive,A:\Laura Wright\_Mark of the Vampire Series\03 - Eternal Captive\
Guilty Pleasures,A:\Laurell K. Hamilton\_Anita Blake Series\01 - Guilty Pleasures\
Burnt Offerings,A:\Laurell K. Hamilton\_Anita Blake Series\07 - Burnt Offerings\
Blue Moon,A:\Laurell K. Hamilton\_Anita Blake Series\08 - Blue Moon\
Obsidian Butterfly,A:\Laurell K. Hamilton\_Anita Blake Series\09 - Obsidian Butterfly\
Narcissus in Chains,A:\Laurell K. Hamilton\_Anita Blake Series\10 - Narcissus in Chains\
Incubus Dreams,A:\Laurell K. Hamilton\_Anita Blake Series\12 - Incubus Dreams\
Micah,A:\Laurell K. Hamilton\_Anita Blake Series\13 - Micah\
Danse Macabre,A:\Laurell K. Hamilton\_Anita Blake Series\14 - Danse Macabre\
The Harlequin,A:\Laurell K. Hamilton\_Anita Blake Series\15 - The Harlequin\
Blood Noir,A:\Laurell K. Hamilton\_Anita Blake Series\16 - Blood Noir\
Skin Trade,A:\Laurell K. Hamilton\_Anita Blake Series\17 - Skin Trade\
Bullet,A:\Laurell K. Hamilton\_Anita Blake Series\19 - Bullet\
Hit List,A:\Laurell K. Hamilton\_Anita Blake Series\20 - Hit List\
Kiss the Dead,A:\Laurell K. Hamilton\_Anita Blake Series\21 - Kiss the Dead\
Affliction,A:\Laurell K. Hamilton\_Anita Blake Series\22 - Affliction\
Jason,A:\Laurell K. Hamilton\_Anita Blake Series\23 - Jason\
Dead Ice,A:\Laurell K. Hamilton\_Anita Blake Series\24 - Dead Ice\
Crimson Death,A:\Laurell K. Hamilton\_Anita Blake Series\25 - Crimson Death\
Serpentine,A:\Laurell K. Hamilton\_Anita Blake Series\26 - Serpentine\
Sucker Punch,A:\Laurell K. Hamilton\_Anita Blake Series\27 - Sucker Punch\
Rafael,A:\Laurell K. Hamilton\_Anita Blake Series\28 - Rafael\
A Stroke of Midnight,A:\Laurell K. Hamilton\_Merry Gentry Series\04 - A Stroke of Midnight\
Mistral's Kiss,A:\Laurell K. Hamilton\_Merry Gentry Series\05 - Mistral's Kiss\
Swallowing Darkness,A:\Laurell K. Hamilton\_Merry Gentry Series\07 - Swallowing Darkness\
Strange Candy,A:\Laurell K. Hamilton\Strange Candy\
Wither,A:\Lauren DeStefano\_The Chemical Garden Trilogy\01 - Wither\
Till the Well Runs Dry,A:\Lauren Francis-Sharma\Til the Well Runs Dry\
Fallen,A:\Lauren Kate\_Fallen Series\1 - Fallen\
Torment,A:\Lauren Kate\_Fallen Series\2 - Torment\
The English Wife,A:\Lauren Willig\The English Wife\
Charming the Shrew,A:\Laurin Wittig\_Legacy of MacLeod\01 - Charming the Shrew\
By Force Alone,A:\Lavie Tidhar\By Force Alone\
The Strangely Beautiful Tale of Miss Percy Parker,A:\Leanna Renee Hieber\_Strangely Beautiful Series\01 - The Strangely Beautiful Tale of Miss Percy Parker\
Spill,A:\Leigh Fondakowski\Spill\
The Death of Ivan Ilyich and Other Stories,A:\Leo Tolstoy\The Death of Ivan Ilyich and Other Stories\
War and Peace,A:\Leo Tolstoy\War and Peace\
The Drunkard's Walk  How Randomness Rules Our Lives,A:\Leonard Mlodinow\The Drunkard's Walk  How Randomness Rules Our Lives\
The Dead are Arising,A:\Les Payne & Tamara Payne\The Dead Are Arising - The Life of Malcolm X\
"Dearly, Departed","A:\Lia Habel\_Gone with the Respiration Series\01 - Dearly, Departed\"
Across the Nightingale Floor,A:\Lian Hearn\_Tales of the Otori\1 - Across the Nightingale Floor\
Brilliance of the Moon,A:\Lian Hearn\_Tales of the Otori\3 - Brilliance of the Moon\
The Harsh Cry of the Heron,A:\Lian Hearn\_Tales of the Otori\4 - The Harsh Cry of the Heron\
Heaven's Net is Wide,A:\Lian Hearn\_Tales of the Otori\5 - Heaven's Net is Wide\
Strange Angels,A:\Lili St. Crow\_Strange Angels Series\
Working for the Devil,A:\Lilith Saintcrow\_Dante Valentine Series\01 - Working for the Devil\
Flesh Circus,A:\Lilith Saintcrow\_Jill Kismet Series\04 - Flesh Circus\
Euphoria,A:\Lily King\Euphoria\
Gideon the Cutpurse,A:\Linda Buckley Archer\_Gideon the Cutpurse\Book 01 - Gideon The Cutpurse\
The Time Thief,A:\Linda Buckley Archer\_Gideon the Cutpurse\Book 02 - The Time Thief\
The Time Quake,A:\Linda Buckley Archer\_Gideon the Cutpurse\Book 03 - The Time Quake\
Blood Born,A:\Linda Howard & Linda Jones\_Vampire Series\01 - Blood Born\
Inferno,A:\Linda Howard\_Raintree Series\01 -Inferno\
The Bloodletter's Daughter,A:\Linda Lafferty\The Bloodletter's Daughter\
She Who Remembers,A:\Linda Lay Shuler\_Kwani Series\01 - She Who Remembers\
My Wicked Earl,A:\Linda Needham\My Wicked Earl\
American Monsters,A:\Linda S. Godfrey\American Monsters\
Axiom's End,A:\Lindsay Ellis\_Noumena Series\01 - Axiom's End\
Severance,A:\Ling Ma\Severance\
Strange Devices of the Sun and Moon,A:\Lisa Goldstein\Strange Devices of the Sun and Moon\
Crimson Rogue,A:\Liz Maverick\_Crimson City Series\06 - Crimson Rogue\
A Time to Howl,A:\Liz Maverick\_Crimson City Series\074 - A Time to Howl ( From Shards of Crimson)\
Crimson and Steam,A:\Liz Maverick\_Crimson City Series\08 - Crimson and Steam\
Falling Free,A:\Lois McMaster Bujold\_Miles Vorkosigan Series\01 - Falling Free\
Shards of Honor,A:\Lois McMaster Bujold\_Miles Vorkosigan Series\02 - Shards of Honor\
Barrayar,A:\Lois McMaster Bujold\_Miles Vorkosigan Series\03- Barrayar\
The Warrior's Apprentice,A:\Lois McMaster Bujold\_Miles Vorkosigan Series\04 - The Warrior's Apprentice\
Mountains of Mourning,A:\Lois McMaster Bujold\_Miles Vorkosigan Series\04.1 - Mountains of Mourning (included in 7.1)\
The Vor Game,A:\Lois McMaster Bujold\_Miles Vorkosigan Series\05 - The Vor Game\
Cetaganda,A:\Lois McMaster Bujold\_Miles Vorkosigan Series\06 - Cetaganda\
Ethan of Athos,A:\Lois McMaster Bujold\_Miles Vorkosigan Series\07 - Ethan of Athos\
Borders of Infinity,A:\Lois McMaster Bujold\_Miles Vorkosigan Series\07.1 - Borders of Infinity (Omnibus)\
The Borders of Infinity,A:\Lois McMaster Bujold\_Miles Vorkosigan Series\07.2 - The Borders of Infinity (included at 7.1)\
Brothers in Arms,A:\Lois McMaster Bujold\_Miles Vorkosigan Series\08 - Brothers in Arms\
Mirror Dance,A:\Lois McMaster Bujold\_Miles Vorkosigan Series\09 - Mirror Dance\
Memory,A:\Lois McMaster Bujold\_Miles Vorkosigan Series\10 - Memory\
Komarr,A:\Lois McMaster Bujold\_Miles Vorkosigan Series\11 - Komarr\
